bstart,bend,receptor,protein,site,library,experiment,pdb
762150,762151,x4E43_ear_B.pdbqt,PR,ear,N2,139,4E43
762152,762153,x4E43_exo_A.pdbqt,PR,exo,N2,139,4E43
762154,762155,x4E43_exo_B.pdbqt,PR,exo,N2,139,4E43
762156,762157,x4GVMa-dc.pdbqt,IN,DC,N2,139,4GVM
762158,762159,x4GVMaINfbA.pdbqt,IN,FBPa,N2,139,4GVM
762160,762161,x4GVMaINfbB.pdbqt,IN,FBPb,N2,139,4GVM
762162,762163,x4GVMaINleA.pdbqt,IN,LEDGFa,N2,139,4GVM
762164,762165,x4GVMaINleB.pdbqt,IN,LEDGFb,N2,139,4GVM
762166,762167,x4GVMb-dc.pdbqt,IN,DC,N2,139,4GVM
762168,762169,x4GVMbINfbA.pdbqt,IN,FBPa,N2,139,4GVM
762170,762171,x4GVMbINfbB.pdbqt,IN,FBPb,N2,139,4GVM
762172,762173,x4GVMbINleA.pdbqt,IN,LEDGFa,N2,139,4GVM
762174,762175,x4GVMbINleB.pdbqt,IN,LEDGFb,N2,139,4GVM
762176,762177,x4GW6a-dc.pdbqt,IN,DC,N2,139,4GW6
762178,762179,x4GW6aINfbA.pdbqt,IN,FBPa,N2,139,4GW6
762180,762181,x4GW6aINfbB.pdbqt,IN,FBPb,N2,139,4GW6
762182,762183,x4GW6aINleA.pdbqt,IN,LEDGFa,N2,139,4GW6
762184,762185,x4GW6aINleB.pdbqt,IN,LEDGFb,N2,139,4GW6
762186,762187,x4GW6b-dc.pdbqt,IN,DC,N2,139,4GW6
762188,762189,x4GW6bINfbA.pdbqt,IN,FBPa,N2,139,4GW6
762190,762191,x4GW6bINfbB.pdbqt,IN,FBPb,N2,139,4GW6
762192,762193,x4GW6bINleA.pdbqt,IN,LEDGFa,N2,139,4GW6
762194,762195,x4GW6bINleB.pdbqt,IN,LEDGFb,N2,139,4GW6
762196,762197,x4i2qRTaj.pdbqt,RT,NNRTIadj,N2,139,4i2q
762198,762199,x4i2qRTal.pdbqt,RT,ALL4,N2,139,4i2q
762200,762201,x4i2qRTkn.pdbqt,RT,KNUC,N2,139,4i2q
762202,762203,x4i2qRTnb.pdbqt,RT,INUB,N2,139,4i2q
762204,762205,x4i2qRTnn.pdbqt,RT,NNRTI,N2,139,4i2q
762206,762207,x4I7G_RT_NNRTIadj.pdbqt,RT,NNRTIadj,N2,139,4I7G
762208,762209,x4I7G_RT_NNRTIadj_wNNRTI.pdbqt,RT,NNRTIadj,N2,139,4I7G
762210,762211,x4ICL_A_RT_INuB_KNUCnINuB.pdbqt,RT,InuB,N2,139,4ICL
762212,762213,x4ICL_A_T27_RT_INuB_KNUCnINuB.pdbqt,RT,InuB,N2,139,4ICL
762214,762215,x4iclRTaj.pdbqt,RT,NNRTIadj,N2,139,4icl
762216,762217,x4iclRTal.pdbqt,RT,ALL4,N2,139,4icl
762218,762219,x4iclRTkn.pdbqt,RT,KNUC,N2,139,4icl
762220,762221,x4iclRTnb.pdbqt,RT,INUB,N2,139,4icl
762222,762223,x4iclRTnn.pdbqt,RT,NNRTI,N2,139,4icl
762224,762225,x4IFY_A_RT_KNUC_KNUCnINuB.pdbqt,RT,KNUC,N2,139,4IFY
762226,762227,x4IFY_A_RT_KNUC_KNUConly.pdbqt,RT,KNUC,N2,139,4IFY
762228,762229,x4IFY_A_RT_NNRTIadj_NNRTInADJ.pdbqt,RT,NNRTIadj,N2,139,4IFY
762230,762231,x4IFY_A_RT_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,N2,139,4IFY
762232,762233,x4IFY_A_T27_RT_KNUC_KNUCnINuB.pdbqt,RT,KNUC,N2,139,4IFY
762234,762235,x4ifyRTaj.pdbqt,RT,NNRTIadj,N2,139,4ify
762236,762237,x4ifyRTal.pdbqt,RT,ALL4,N2,139,4ify
762238,762239,x4ifyRTkn.pdbqt,RT,KNUC,N2,139,4ify
762240,762241,x4ifyRTnb.pdbqt,RT,INUB,N2,139,4ify
762242,762243,x4ifyRTnn.pdbqt,RT,NNRTI,N2,139,4ify
762244,762245,x4kfbRTaj.pdbqt,RT,NNRTIadj,N2,139,4kfb
762246,762247,x4kfbRTal.pdbqt,RT,ALL4,N2,139,4kfb
762248,762249,x4KFB_RT_INuB_KNUCnINuB.pdbqt,RT,InuB,N2,139,4KFB
762250,762251,x4kfbRTkn.pdbqt,RT,KNUC,N2,139,4kfb
762252,762253,x4KFB_RT_KNUC_KNUCnINuB.pdbqt,RT,KNUC,N2,139,4KFB
762254,762255,x4KFB_RT_KNUC_KNUConly.pdbqt,RT,KNUC,N2,139,4KFB
762256,762257,x4kfbRTnb.pdbqt,RT,INUB,N2,139,4kfb
762258,762259,x4kfbRTnn.pdbqt,RT,NNRTI,N2,139,4kfb
762260,762261,x4KFB_RT_NNRTIadj_NNRTInADJ.pdbqt,RT,NNRTIadj,N2,139,4KFB
762262,762263,x4KFB_T27_RT_INuB_KNUCnINuB.pdbqt,RT,InuB,N2,139,4KFB
762264,762265,x4KFB_T27_RT_KNUC_KNUCnINuB.pdbqt,RT,KNUC,N2,139,4KFB
762266,762267,x93-h-apa-f1628_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,N2,139,1VRT
762268,762269,x93-h-uc1-f653_NNRTI-NNRTInADJ.pdbqt,RT,NNRTI,N2,139,1VRT
762270,762271,x95-h-uc1-f1198_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,N2,139,1VRT
762272,762273,xapa_f1301_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,N2,139,1VRT
762274,762275,xapa_f1598_INuB_KNUCnINuB.pdbqt,RT,INUB,N2,139,1VRT
762276,762277,xapa_f1628_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,N2,139,1VRT
762278,762279,xapa_f1633_INuB_KNUCnINuB.pdbqt,RT,INUB,N2,139,1VRT
762280,762281,xapa_f1649_INuB_KNUCnINuB.pdbqt,RT,INUB,N2,139,1VRT
762282,762283,xapa_f1693_INuB_KNUCnINuB.pdbqt,RT,INUB,N2,139,1VRT
762284,762285,xapa_f1701_KNUC_KNUCnINuB.pdbqt,RT,KNUC,N2,139,1VRT
762286,762287,xapa_f1701_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,N2,139,1VRT
762288,762289,xapa_f1702_KNUC_KNUConly.pdbqt,RT,KNUC,N2,139,1VRT
762290,762291,xapa_f1845_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,N2,139,1VRT
762292,762293,xPRwC6A.pdbqt,PR,exo,N2,139,DSTT
762294,762295,xPRwC6B.pdbqt,PR,exo,N2,139,DSTT
762296,762297,xuc1_f1038_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,N2,139,1VRT
762298,762299,xuc1_f1062_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,N2,139,1VRT
762300,762301,xuc1_f1076_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,N2,139,1VRT
762302,762303,xuc1_f1198_INuB_KNUCnINuB.pdbqt,RT,INUB,N2,139,1VRT
762304,762305,xuc1_f1198_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,N2,139,1VRT
762306,762307,xuc1_f1241_INuB_KNUCnINuB.pdbqt,RT,INUB,N2,139,1VRT
762308,762309,xuc1_f128_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,N2,139,1VRT
762310,762311,xuc1_f1452_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,N2,139,1VRT
762312,762313,xuc1_f1781_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,N2,139,1VRT
762314,762315,xuc1_f205_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,N2,139,1VRT
762316,762317,xuc1_f209_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,N2,139,1VRT
762318,762319,xuc1_f326_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,N2,139,1VRT
762320,762321,xuc1_f455_INuB_KNUCnINuB.pdbqt,RT,INUB,N2,139,1VRT
762322,762323,xuc1_f455_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,N2,139,1VRT
762324,762325,xuc1_f572_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,N2,139,1VRT
762326,762327,xuc1_f63_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,N2,139,1VRT
762328,762329,xuc1_f653_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,N2,139,1VRT
762330,762331,xuc1_f693_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,N2,139,1VRT
762332,762333,xuc1_f963_INuB_KNUCnINuB.pdbqt,RT,INUB,N2,139,1VRT
762334,762335,xuc1_f963_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,N2,139,1VRT
762336,762337,xuc1_f978_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,N2,140,1VRT
762338,762338,x1BQM_RT_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,N2,140,1BQM
762339,762339,x1EP4_RT_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,N2,140,1EP4
762340,762340,x1FK9_EFZ1_RT_KNUC_KNUCnINuB.pdbqt,RT,KNUC,N2,140,1FK9
762341,762341,x1FK9_RT_KNUC_KNUCnINuB.pdbqt,RT,KNUC,N2,140,1FK9
762342,762342,x1FK9_RT_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,N2,140,1FK9
762343,762343,x1KLM_RT_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,N2,140,1KLM
762344,762344,x1rt1RTaj.pdbqt,RT,NNRTIadj,N2,140,1rt1
762345,762345,x1rt1RTal.pdbqt,RT,ALL4,N2,140,1rt1
762346,762346,x1rt1RTkn.pdbqt,RT,KNUC,N2,140,1rt1
762347,762347,x1rt1RTnb.pdbqt,RT,INUB,N2,140,1rt1
762348,762348,x1rt1RTnn.pdbqt,RT,NNRTI,N2,140,1rt1
762349,762349,x1RT1_RT_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,N2,140,1RT1
762350,762350,x1RT4_RT_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,N2,140,1RT4
762351,762351,x1rthRTaj.pdbqt,RT,NNRTIadj,N2,140,1rth
762352,762352,x1rthRTal.pdbqt,RT,ALL4,N2,140,1rth
762353,762353,x1rthRTkn.pdbqt,RT,KNUC,N2,140,1rth
762354,762354,x1rthRTnb.pdbqt,RT,INUB,N2,140,1rth
762355,762355,x1rthRTnn.pdbqt,RT,NNRTI,N2,140,1rth
762356,762356,x1vrtRTaj.pdbqt,RT,NNRTIadj,N2,140,1vrt
762357,762357,x1vrtRTal.pdbqt,RT,ALL4,N2,140,1vrt
762358,762358,x1vrtRTkn.pdbqt,RT,KNUC,N2,140,1vrt
762359,762359,x1vrtRTnb.pdbqt,RT,INUB,N2,140,1vrt
762360,762360,x1vrtRTnn.pdbqt,RT,NNRTI,N2,140,1vrt
762361,762361,x1VRT_RT_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,N2,140,1VRT
762362,762362,x1VRU_AAP1_RT_INuB_KNUCnINuB.pdbqt,RT,InuB,N2,140,1VRU
762363,762363,x1vruRTaj.pdbqt,RT,NNRTIadj,N2,140,1vru
762364,762364,x1vruRTal.pdbqt,RT,ALL4,N2,140,1vru
762365,762365,x1VRU_RT_INuB_KNUCnINuB.pdbqt,RT,InuB,N2,140,1VRU
762366,762366,x1vruRTkn.pdbqt,RT,KNUC,N2,140,1vru
762367,762367,x1vruRTnb.pdbqt,RT,INUB,N2,140,1vru
762368,762368,x1vruRTnn.pdbqt,RT,NNRTI,N2,140,1vru
762369,762369,x1VRU_RT_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,N2,140,1VRU
762370,762370,x1ZTZ_1f1_A.pdbqt,PR,1f1,N2,140,1ZTZ
762371,762371,x1ZTZ_1f1_B.pdbqt,PR,1f1,N2,140,1ZTZ
762372,762372,x1ZTZ_disulfide_A.pdbqt,PR,disulfide,N2,140,1ZTZ
762373,762373,x1ZTZ_disulfide_B.pdbqt,PR,disulfide,N2,140,1ZTZ
762374,762374,x1ZTZ_ear_A.pdbqt,PR,ear,N2,140,1ZTZ
762375,762375,x1ZTZ_ear_B.pdbqt,PR,ear,N2,140,1ZTZ
762376,762376,x1ZTZ_exo_A.pdbqt,PR,exo,N2,140,1ZTZ
762377,762377,x1ZTZ_exo_B.pdbqt,PR,exo,N2,140,1ZTZ
762378,762378,x1ZTZ_prASw0c0.pdbqt,PR,AS,N2,140,1ZTZ
762379,762379,x1ZTZ_prnotAS1.pdbqt,PR,AS1,N2,140,1ZTZ
762380,762380,x1ZTZ_prnotAS2.pdbqt,PR,AS2,N2,140,1ZTZ
762381,762381,x2zd1RTaj.pdbqt,RT,NNRTIadj,N2,140,2zd1
762382,762382,x2zd1RTal.pdbqt,RT,ALL4,N2,140,2zd1
762383,762383,x2ZD1_RT_INuB_KNUCnINuB.pdbqt,RT,InuB,N2,140,2ZD1
762384,762384,x2zd1RTkn.pdbqt,RT,KNUC,N2,140,2zd1
762385,762385,x2zd1RTnb.pdbqt,RT,INUB,N2,140,2zd1
762386,762386,x2zd1RTnn.pdbqt,RT,NNRTI,N2,140,2zd1
762387,762387,x2ZD1_RT_NNRTIadj_NNRTInADJ.pdbqt,RT,NNRTIadj,N2,140,2ZD1
762388,762388,x2ZD1_RT_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,N2,140,2ZD1
762389,762389,x3AO1-dc.pdbqt,IN,DC,N2,140,3AO1
762390,762390,x3AO1_IN_FBP.pdbqt,IN,FBP,N2,140,3AO1
762391,762391,x3AO1_IN_LEDGF.pdbqt,IN,LEDGF,N2,140,3AO1
762392,762392,x3AO1_IN_Y3.pdbqt,IN,Y3,N2,140,3AO1
762393,762393,x3AO2-dc.pdbqt,IN,DC,N2,140,3AO2
762394,762394,x3AO2_IN_FBP.pdbqt,IN,FBP,N2,140,3AO2
762395,762395,x3AO2_IN_LEDGF.pdbqt,IN,LEDGF,N2,140,3AO2
762396,762396,x3AO2_IN_Y3.pdbqt,IN,Y3,N2,140,3AO2
762397,762397,x3AV9a-dc.pdbqt,IN,DC,N2,140,3AV9
762398,762398,x3AV9aINfbA.pdbqt,IN,FBPa,N2,140,3AV9
762399,762399,x3AV9aINfbB.pdbqt,IN,FBPb,N2,140,3AV9
762400,762400,x3AV9aINleA.pdbqt,IN,LEDGFa,N2,140,3AV9
762401,762401,x3AV9aINleB.pdbqt,IN,LEDGFb,N2,140,3AV9
762402,762402,x3AV9aINy3A.pdbqt,IN,Y3a,N2,140,3AV9
762403,762403,x3AV9aINy3B.pdbqt,IN,Y3b,N2,140,3AV9
762404,762404,x3AV9b-dc.pdbqt,IN,DC,N2,140,3AV9
762405,762405,x3AV9bINfbA.pdbqt,IN,FBPa,N2,140,3AV9
762406,762406,x3AV9bINfbB.pdbqt,IN,FBPb,N2,140,3AV9
762407,762407,x3AV9bINleA.pdbqt,IN,LEDGFa,N2,140,3AV9
762408,762408,x3AV9bINleB.pdbqt,IN,LEDGFb,N2,140,3AV9
762409,762409,x3AV9bINy3A.pdbqt,IN,Y3a,N2,140,3AV9
762410,762410,x3AV9bINy3B.pdbqt,IN,Y3b,N2,140,3AV9
762411,762411,x3AVAa-dc.pdbqt,IN,DC,N2,140,3AVA
762412,762412,x3AVAaINfbA.pdbqt,IN,FBPa,N2,140,3AVA
762413,762413,x3AVAaINfbB.pdbqt,IN,FBPb,N2,140,3AVA
762414,762414,x3AVAaINleA.pdbqt,IN,LEDGFa,N2,140,3AVA
762415,762415,x3AVAaINleB.pdbqt,IN,LEDGFb,N2,140,3AVA
762416,762416,x3AVAaINy3A.pdbqt,IN,Y3a,N2,140,3AVA
762417,762417,x3AVAaINy3B.pdbqt,IN,Y3b,N2,140,3AVA
762418,762418,x3AVAb-dc.pdbqt,IN,DC,N2,140,3AVA
762419,762419,x3AVAbINfbA.pdbqt,IN,FBPa,N2,140,3AVA
762420,762420,x3AVAbINfbB.pdbqt,IN,FBPb,N2,140,3AVA
762421,762421,x3AVAbINleA.pdbqt,IN,LEDGFa,N2,140,3AVA
762422,762422,x3AVAbINleB.pdbqt,IN,LEDGFb,N2,140,3AVA
762423,762423,x3AVAbINy3A.pdbqt,IN,Y3a,N2,140,3AVA
762424,762424,x3AVAbINy3B.pdbqt,IN,Y3b,N2,140,3AVA
762425,762425,x3AVCa-dc.pdbqt,IN,DC,N2,140,3AVC
762426,762426,x3AVCaINfbA.pdbqt,IN,FBPa,N2,140,3AVC
762427,762427,x3AVCaINfbB.pdbqt,IN,FBPb,N2,140,3AVC
762428,762428,x3AVCaINleA.pdbqt,IN,LEDGFa,N2,140,3AVC
762429,762429,x3AVCaINleB.pdbqt,IN,LEDGFb,N2,140,3AVC
762430,762430,x3AVCaINy3A.pdbqt,IN,Y3a,N2,140,3AVC
762431,762431,x3AVCaINy3B.pdbqt,IN,Y3b,N2,140,3AVC
762432,762432,x3AVCb-dc.pdbqt,IN,DC,N2,140,3AVC
762433,762433,x3AVCbINfbA.pdbqt,IN,FBPa,N2,140,3AVC
762434,762434,x3AVCbINfbB.pdbqt,IN,FBPb,N2,140,3AVC
762435,762435,x3AVCbINleA.pdbqt,IN,LEDGFa,N2,140,3AVC
762436,762436,x3AVCbINleB.pdbqt,IN,LEDGFb,N2,140,3AVC
762437,762437,x3AVCbINy3A.pdbqt,IN,Y3a,N2,140,3AVC
762438,762438,x3AVCbINy3B.pdbqt,IN,Y3b,N2,140,3AVC
762439,762439,x3AVFa-dc.pdbqt,IN,DC,N2,140,3AVF
762440,762440,x3AVFaINfbA.pdbqt,IN,FBPa,N2,140,3AVF
762441,762441,x3AVFaINfbB.pdbqt,IN,FBPb,N2,140,3AVF
762442,762442,x3AVFaINleA.pdbqt,IN,LEDGFa,N2,140,3AVF
762443,762443,x3AVFaINleB.pdbqt,IN,LEDGFb,N2,140,3AVF
762444,762444,x3AVFaINy3A.pdbqt,IN,Y3a,N2,140,3AVF
762445,762445,x3AVFaINy3B.pdbqt,IN,Y3b,N2,140,3AVF
762446,762446,x3AVFb-dc.pdbqt,IN,DC,N2,140,3AVF
762447,762447,x3AVFbINfbA.pdbqt,IN,FBPa,N2,140,3AVF
762448,762448,x3AVFbINfbB.pdbqt,IN,FBPb,N2,140,3AVF
762449,762449,x3AVFbINleA.pdbqt,IN,LEDGFa,N2,140,3AVF
762450,762450,x3AVFbINleB.pdbqt,IN,LEDGFb,N2,140,3AVF
762451,762451,x3AVFbINy3A.pdbqt,IN,Y3a,N2,140,3AVF
762452,762452,x3AVFbINy3B.pdbqt,IN,Y3b,N2,140,3AVF
762453,762453,x3AVGa-dc.pdbqt,IN,DC,N2,140,3AVG
762454,762454,x3AVGaINfbA.pdbqt,IN,FBPa,N2,140,3AVG
762455,762455,x3AVGaINfbB.pdbqt,IN,FBPb,N2,140,3AVG
762456,762456,x3AVGaINleA.pdbqt,IN,LEDGFa,N2,140,3AVG
762457,762457,x3AVGaINleB.pdbqt,IN,LEDGFb,N2,140,3AVG
762458,762458,x3AVGaINy3A.pdbqt,IN,Y3a,N2,140,3AVG
762459,762459,x3AVGaINy3B.pdbqt,IN,Y3b,N2,140,3AVG
762460,762460,x3AVGb-dc.pdbqt,IN,DC,N2,140,3AVG
762461,762461,x3AVGbINfbA.pdbqt,IN,FBPa,N2,140,3AVG
762462,762462,x3AVGbINfbB.pdbqt,IN,FBPb,N2,140,3AVG
762463,762463,x3AVGbINleA.pdbqt,IN,LEDGFa,N2,140,3AVG
762464,762464,x3AVGbINleB.pdbqt,IN,LEDGFb,N2,140,3AVG
762465,762465,x3AVGbINy3A.pdbqt,IN,Y3a,N2,140,3AVG
762466,762466,x3AVGbINy3B.pdbqt,IN,Y3b,N2,140,3AVG
762467,762467,x3AVHa-dc.pdbqt,IN,DC,N2,140,3AVH
762468,762468,x3AVHaINfbA.pdbqt,IN,FBPa,N2,140,3AVH
762469,762469,x3AVHaINfbB.pdbqt,IN,FBPb,N2,140,3AVH
762470,762470,x3AVHaINleA.pdbqt,IN,LEDGFa,N2,140,3AVH
762471,762471,x3AVHaINleB.pdbqt,IN,LEDGFb,N2,140,3AVH
762472,762472,x3AVHaINy3A.pdbqt,IN,Y3a,N2,140,3AVH
762473,762473,x3AVHaINy3B.pdbqt,IN,Y3b,N2,140,3AVH
762474,762474,x3AVHb-dc.pdbqt,IN,DC,N2,140,3AVH
762475,762475,x3AVHbINfbA.pdbqt,IN,FBPa,N2,140,3AVH
762476,762476,x3AVHbINfbB.pdbqt,IN,FBPb,N2,140,3AVH
762477,762477,x3AVHbINleA.pdbqt,IN,LEDGFa,N2,140,3AVH
762478,762478,x3AVHbINleB.pdbqt,IN,LEDGFb,N2,140,3AVH
762479,762479,x3AVHbINy3A.pdbqt,IN,Y3a,N2,140,3AVH
762480,762480,x3AVHbINy3B.pdbqt,IN,Y3b,N2,140,3AVH
762481,762481,x3AVIa-dc.pdbqt,IN,DC,N2,140,3AVI
762482,762482,x3AVIaINfbA.pdbqt,IN,FBPa,N2,140,3AVI
762483,762483,x3AVIaINfbB.pdbqt,IN,FBPb,N2,140,3AVI
762484,762484,x3AVIaINleA.pdbqt,IN,LEDGFa,N2,140,3AVI
762485,762485,x3AVIaINleB.pdbqt,IN,LEDGFb,N2,140,3AVI
762486,762486,x3AVIaINy3A.pdbqt,IN,Y3a,N2,140,3AVI
762487,762487,x3AVIaINy3B.pdbqt,IN,Y3b,N2,140,3AVI
762488,762488,x3AVIb-dc.pdbqt,IN,DC,N2,140,3AVI
762489,762489,x3AVIbINfbA.pdbqt,IN,FBPa,N2,140,3AVI
762490,762490,x3AVIbINfbB.pdbqt,IN,FBPb,N2,140,3AVI
762491,762491,x3AVIbINleA.pdbqt,IN,LEDGFa,N2,140,3AVI
762492,762492,x3AVIbINleB.pdbqt,IN,LEDGFb,N2,140,3AVI
762493,762493,x3AVIbINy3A.pdbqt,IN,Y3a,N2,140,3AVI
762494,762494,x3AVIbINy3B.pdbqt,IN,Y3b,N2,140,3AVI
762495,762495,x3AVJa-dc.pdbqt,IN,DC,N2,140,3AVJ
762496,762496,x3AVJaINfbA.pdbqt,IN,FBPa,N2,140,3AVJ
762497,762497,x3AVJaINfbB.pdbqt,IN,FBPb,N2,140,3AVJ
762498,762498,x3AVJaINleA.pdbqt,IN,LEDGFa,N2,140,3AVJ
762499,762499,x3AVJaINleB.pdbqt,IN,LEDGFb,N2,140,3AVJ
762500,762500,x3AVJaINy3A.pdbqt,IN,Y3a,N2,140,3AVJ
762501,762501,x3AVJaINy3B.pdbqt,IN,Y3b,N2,140,3AVJ
762502,762502,x3AVJb-dc.pdbqt,IN,DC,N2,140,3AVJ
762503,762503,x3AVJbINfbA.pdbqt,IN,FBPa,N2,140,3AVJ
762504,762504,x3AVJbINfbB.pdbqt,IN,FBPb,N2,140,3AVJ
762505,762505,x3AVJbINleA.pdbqt,IN,LEDGFa,N2,140,3AVJ
762506,762506,x3AVJbINleB.pdbqt,IN,LEDGFb,N2,140,3AVJ
762507,762507,x3AVJbINy3A.pdbqt,IN,Y3a,N2,140,3AVJ
762508,762508,x3AVJbINy3B.pdbqt,IN,Y3b,N2,140,3AVJ
762509,762509,x3AVKa-dc.pdbqt,IN,DC,N2,140,3AVK
762510,762510,x3AVKaINfbA.pdbqt,IN,FBPa,N2,140,3AVK
762511,762511,x3AVKaINfbB.pdbqt,IN,FBPb,N2,140,3AVK
762512,762512,x3AVKaINleA.pdbqt,IN,LEDGFa,N2,140,3AVK
762513,762513,x3AVKaINleB.pdbqt,IN,LEDGFb,N2,140,3AVK
762514,762514,x3AVKaINy3A.pdbqt,IN,Y3a,N2,140,3AVK
762515,762515,x3AVKaINy3B.pdbqt,IN,Y3b,N2,140,3AVK
762516,762516,x3AVKb-dc.pdbqt,IN,DC,N2,140,3AVK
762517,762517,x3AVKbINfbA.pdbqt,IN,FBPa,N2,140,3AVK
762518,762518,x3AVKbINfbB.pdbqt,IN,FBPb,N2,140,3AVK
762519,762519,x3AVKbINleA.pdbqt,IN,LEDGFa,N2,140,3AVK
762520,762520,x3AVKbINleB.pdbqt,IN,LEDGFb,N2,140,3AVK
762521,762521,x3AVKbINy3A.pdbqt,IN,Y3a,N2,140,3AVK
762522,762522,x3AVKbINy3B.pdbqt,IN,Y3b,N2,140,3AVK
762523,762523,x3AVLa-dc.pdbqt,IN,DC,N2,140,3AVL
762524,762524,x3AVLaINfbA.pdbqt,IN,FBPa,N2,140,3AVL
762525,762525,x3AVLaINfbB.pdbqt,IN,FBPb,N2,140,3AVL
762526,762526,x3AVLaINleA.pdbqt,IN,LEDGFa,N2,140,3AVL
762527,762527,x3AVLaINleB.pdbqt,IN,LEDGFb,N2,140,3AVL
762528,762528,x3AVLaINy3A.pdbqt,IN,Y3a,N2,140,3AVL
762529,762529,x3AVLaINy3B.pdbqt,IN,Y3b,N2,140,3AVL
762530,762530,x3AVLb-dc.pdbqt,IN,DC,N2,140,3AVL
762531,762531,x3AVLbINfbA.pdbqt,IN,FBPa,N2,140,3AVL
762532,762532,x3AVLbINfbB.pdbqt,IN,FBPb,N2,140,3AVL
762533,762533,x3AVLbINleA.pdbqt,IN,LEDGFa,N2,140,3AVL
762534,762534,x3AVLbINleB.pdbqt,IN,LEDGFb,N2,140,3AVL
762535,762535,x3AVLbINy3A.pdbqt,IN,Y3a,N2,140,3AVL
762536,762536,x3AVLbINy3B.pdbqt,IN,Y3b,N2,140,3AVL
762537,762537,x3AVMa-dc.pdbqt,IN,DC,N2,140,3AVM
762538,762538,x3AVMaINfbA.pdbqt,IN,FBPa,N2,140,3AVM
762539,762539,x3AVMaINfbB.pdbqt,IN,FBPb,N2,140,3AVM
762540,762540,x3AVMaINleA.pdbqt,IN,LEDGFa,N2,140,3AVM
762541,762541,x3AVMaINleB.pdbqt,IN,LEDGFb,N2,140,3AVM
762542,762542,x3AVMaINy3A.pdbqt,IN,Y3a,N2,140,3AVM
762543,762543,x3AVMaINy3B.pdbqt,IN,Y3b,N2,140,3AVM
762544,762544,x3AVMb-dc.pdbqt,IN,DC,N2,140,3AVM
762545,762545,x3AVMbINfbA.pdbqt,IN,FBPa,N2,140,3AVM
762546,762546,x3AVMbINfbB.pdbqt,IN,FBPb,N2,140,3AVM
762547,762547,x3AVMbINleA.pdbqt,IN,LEDGFa,N2,140,3AVM
762548,762548,x3AVMbINleB.pdbqt,IN,LEDGFb,N2,140,3AVM
762549,762549,x3AVMbINy3A.pdbqt,IN,Y3a,N2,140,3AVM
762550,762550,x3AVMbINy3B.pdbqt,IN,Y3b,N2,140,3AVM
762551,762551,x3AVNa-dc.pdbqt,IN,DC,N2,140,3AVN
762552,762552,x3AVNaINfbA.pdbqt,IN,FBPa,N2,140,3AVN
762553,762553,x3AVNaINfbB.pdbqt,IN,FBPb,N2,140,3AVN
762554,762554,x3AVNaINleA.pdbqt,IN,LEDGFa,N2,140,3AVN
762555,762555,x3AVNaINleB.pdbqt,IN,LEDGFb,N2,140,3AVN
762556,762556,x3AVNaINy3A.pdbqt,IN,Y3a,N2,140,3AVN
762557,762557,x3AVNaINy3B.pdbqt,IN,Y3b,N2,140,3AVN
762558,762558,x3AVNb-dc.pdbqt,IN,DC,N2,140,3AVN
762559,762559,x3AVNbINfbA.pdbqt,IN,FBPa,N2,140,3AVN
762560,762560,x3AVNbINfbB.pdbqt,IN,FBPb,N2,140,3AVN
762561,762561,x3AVNbINleA.pdbqt,IN,LEDGFa,N2,140,3AVN
762562,762562,x3AVNbINleB.pdbqt,IN,LEDGFb,N2,140,3AVN
762563,762563,x3AVNbINy3A.pdbqt,IN,Y3a,N2,140,3AVN
762564,762564,x3AVNbINy3B.pdbqt,IN,Y3b,N2,140,3AVN
