bstart,bend,receptor,protein,site,library,experiment,pdb
237367,237468,x3NF6_A_IN_Y3a_rig.pdbqt,IN,Y3a,CB,99,3NF6
237469,237570,x3NF6_A_IN_Y3b_rig.pdbqt,IN,Y3b,CB,99,3NF6
237571,237672,x3NF6_B_IN_FBPa_rig.pdbqt,IN,FBPa,CB,99,3NF6
237673,237774,x3NF6_B_IN_FBPb_rig.pdbqt,IN,FBPb,CB,99,3NF6
237775,237876,x3NF6_B_IN_LEDGFa_rig.pdbqt,IN,LEDGFa,CB,99,3NF6
237877,237978,x3NF6_B_IN_LEDGFb_rig.pdbqt,IN,LEDGFb,CB,99,3NF6
237979,238080,x3NF6_B_IN_Y3a_rig.pdbqt,IN,Y3a,CB,99,3NF6
238081,238182,x3NF6_B_IN_Y3b_rig.pdbqt,IN,Y3b,CB,99,3NF6
238183,238284,x3NF7_A_IN_FBPa_rig.pdbqt,IN,FBPa,CB,99,3NF7
238285,238386,x3NF7_A_IN_FBPb_rig.pdbqt,IN,FBPb,CB,99,3NF7
238387,238488,x3NF7_A_IN_LEDGFa_rig.pdbqt,IN,LEDGFa,CB,99,3NF7
238489,238590,x3NF7_A_IN_LEDGFb_rig.pdbqt,IN,LEDGFb,CB,99,3NF7
238591,238692,x3NF7_A_IN_Y3a_rig.pdbqt,IN,Y3a,CB,99,3NF7
238693,238794,x3NF7_A_IN_Y3b_rig.pdbqt,IN,Y3b,CB,99,3NF7
238795,238896,x3NF7_B_IN_FBPa_rig.pdbqt,IN,FBPa,CB,99,3NF7
238897,238998,x3NF7_B_IN_FBPb_rig.pdbqt,IN,FBPb,CB,99,3NF7
238999,239100,x3NF7_B_IN_LEDGFa_rig.pdbqt,IN,LEDGFa,CB,99,3NF7
239101,239202,x3NF7_B_IN_LEDGFb_rig.pdbqt,IN,LEDGFb,CB,99,3NF7
239203,239304,x3NF7_B_IN_Y3a_rig.pdbqt,IN,Y3a,CB,99,3NF7
239305,239406,x3NF7_B_IN_Y3b_rig.pdbqt,IN,Y3b,CB,99,3NF7
239407,239508,x3NF8_A_IN_FBPa_rig.pdbqt,IN,FBPa,CB,99,3NF8
239509,239610,x3NF8_A_IN_FBPb_rig.pdbqt,IN,FBPb,CB,99,3NF8
239611,239712,x3NF8_A_IN_LEDGFa_rig.pdbqt,IN,LEDGFa,CB,99,3NF8
239713,239814,x3NF8_A_IN_LEDGFb_rig.pdbqt,IN,LEDGFb,CB,99,3NF8
239815,239916,x3NF8_A_IN_Y3a_rig.pdbqt,IN,Y3a,CB,99,3NF8
239917,240018,x3NF8_A_IN_Y3b_rig.pdbqt,IN,Y3b,CB,99,3NF8
240019,240120,x3NF8_B_IN_FBPa_rig.pdbqt,IN,FBPa,CB,99,3NF8
240121,240222,x3NF8_B_IN_FBPb_rig.pdbqt,IN,FBPb,CB,99,3NF8
240223,240324,x3NF8_B_IN_LEDGFa_rig.pdbqt,IN,LEDGFa,CB,99,3NF8
240325,240426,x3NF8_B_IN_LEDGFb_rig.pdbqt,IN,LEDGFb,CB,99,3NF8
240427,240528,x3NF8_B_IN_Y3a_rig.pdbqt,IN,Y3a,CB,99,3NF8
240529,240630,x3NF8_B_IN_Y3b_rig.pdbqt,IN,Y3b,CB,99,3NF8
240631,240732,x3NF9_A_IN_FBPa_rig.pdbqt,IN,FBPa,CB,99,3NF9
240733,240834,x3NF9_A_IN_FBPb_rig.pdbqt,IN,FBPb,CB,99,3NF9
240835,240936,x3NF9_A_IN_LEDGFa_rig.pdbqt,IN,LEDGFa,CB,99,3NF9
240937,241038,x3NF9_A_IN_LEDGFb_rig.pdbqt,IN,LEDGFb,CB,99,3NF9
241039,241140,x3NF9_A_IN_Y3a_rig.pdbqt,IN,Y3a,CB,99,3NF9
241141,241242,x3NF9_A_IN_Y3b_rig.pdbqt,IN,Y3b,CB,99,3NF9
241243,241344,x3NF9_B_IN_FBPa_rig.pdbqt,IN,FBPa,CB,99,3NF9
241345,241446,x3NF9_B_IN_FBPb_rig.pdbqt,IN,FBPb,CB,99,3NF9
241447,241548,x3NF9_B_IN_LEDGFa_rig.pdbqt,IN,LEDGFa,CB,99,3NF9
241549,241650,x3NF9_B_IN_LEDGFb_rig.pdbqt,IN,LEDGFb,CB,99,3NF9
241651,241752,x3NF9_B_IN_Y3a_rig.pdbqt,IN,Y3a,CB,99,3NF9
241753,241854,x3NF9_B_IN_Y3b_rig.pdbqt,IN,Y3b,CB,99,3NF9
241855,241956,x3NFA_A_IN_FBPa_rig.pdbqt,IN,FBPa,CB,99,3NFA
241957,242058,x3NFA_A_IN_FBPb_rig.pdbqt,IN,FBPb,CB,99,3NFA
242059,242160,x3NFA_A_IN_LEDGFa_rig.pdbqt,IN,LEDGFa,CB,99,3NFA
242161,242262,x3NFA_A_IN_LEDGFb_rig.pdbqt,IN,LEDGFb,CB,99,3NFA
242263,242364,x3NFA_A_IN_Y3a_rig.pdbqt,IN,Y3a,CB,99,3NFA
242365,242466,x3NFA_A_IN_Y3b_rig.pdbqt,IN,Y3b,CB,99,3NFA
242467,242568,x3NFA_B_IN_FBPa_rig.pdbqt,IN,FBPa,CB,99,3NFA
242569,242670,x3NFA_B_IN_FBPb_rig.pdbqt,IN,FBPb,CB,99,3NFA
242671,242772,x3NFA_B_IN_LEDGFa_rig.pdbqt,IN,LEDGFa,CB,99,3NFA
242773,242874,x3NFA_B_IN_LEDGFb_rig.pdbqt,IN,LEDGFb,CB,99,3NFA
242875,242976,x3NFA_B_IN_Y3a_rig.pdbqt,IN,Y3a,CB,99,3NFA
242977,243078,x3NFA_B_IN_Y3b_rig.pdbqt,IN,Y3b,CB,99,3NFA
243079,243180,x3VQ4_IN_FBPa_rig.pdbqt,IN,FBPa,CB,99,3VQ4
243181,243282,x3VQ4_IN_FBPb_rig.pdbqt,IN,FBPb,CB,99,3VQ4
243283,243384,x3VQ4_IN_LEDGFa_rig.pdbqt,IN,LEDGFa,CB,99,3VQ4
243385,243486,x3VQ4_IN_LEDGFb_rig.pdbqt,IN,LEDGFb,CB,99,3VQ4
243487,243588,x3VQ5_A_IN_FBPa_rig.pdbqt,IN,FBPa,CB,99,3VQ5
243589,243690,x3VQ5_A_IN_FBPb_rig.pdbqt,IN,FBPb,CB,99,3VQ5
243691,243792,x3VQ5_A_IN_LEDGFa_rig.pdbqt,IN,LEDGFa,CB,99,3VQ5
243793,243894,x3VQ5_A_IN_LEDGFb_rig.pdbqt,IN,LEDGFb,CB,99,3VQ5
243895,243996,x3VQ7_IN_FBPa_rig.pdbqt,IN,FBPa,CB,99,3VQ7
243997,244098,x3VQ7_IN_FBPb_rig.pdbqt,IN,FBPb,CB,99,3VQ7
244099,244200,x3VQ7_IN_LEDGFa_rig.pdbqt,IN,LEDGFa,CB,99,3VQ7
244201,244302,x3VQ7_IN_LEDGFb_rig.pdbqt,IN,LEDGFb,CB,99,3VQ7
244303,244404,x3VQ8_B_IN_FBPa_rig.pdbqt,IN,FBPa,CB,99,3VQ8
244405,244506,x3VQ8_B_IN_FBPb_rig.pdbqt,IN,FBPb,CB,99,3VQ8
244507,244608,x3VQ8_B_IN_LEDGFa_rig.pdbqt,IN,LEDGFa,CB,99,3VQ8
244609,244710,x3VQ8_B_IN_LEDGFb_rig.pdbqt,IN,LEDGFb,CB,99,3VQ8
244711,244812,x3VQA_IN_FBPa_rig.pdbqt,IN,FBPa,CB,99,3VQA
244813,244914,x3VQA_IN_FBPb_rig.pdbqt,IN,FBPb,CB,99,3VQA
244915,245016,x3VQA_IN_LEDGFa_rig.pdbqt,IN,LEDGFa,CB,99,3VQA
245017,245118,x3VQA_IN_LEDGFb_rig.pdbqt,IN,LEDGFb,CB,99,3VQA
245119,245220,x3VQD_IN_FBPa_rig.pdbqt,IN,FBPa,CB,99,3VQD
245221,245322,x3VQD_IN_FBPb_rig.pdbqt,IN,FBPb,CB,99,3VQD
245323,245424,x3VQD_IN_LEDGFa_rig.pdbqt,IN,LEDGFa,CB,99,3VQD
245425,245526,x3VQD_IN_LEDGFb_rig.pdbqt,IN,LEDGFb,CB,99,3VQD
245527,245628,x3VQE_A_IN_FBPa_rig.pdbqt,IN,FBPa,CB,99,3VQE
245629,245730,x3VQE_A_IN_FBPb_rig.pdbqt,IN,FBPb,CB,99,3VQE
245731,245832,x3VQE_A_IN_LEDGFa_rig.pdbqt,IN,LEDGFa,CB,99,3VQE
245833,245934,x3VQE_A_IN_LEDGFb_rig.pdbqt,IN,LEDGFb,CB,99,3VQE
245935,246036,x3ZCM_A_IN_FBPa_rig.pdbqt,IN,FBPa,CB,99,3ZCM
246037,246138,x3ZCM_A_IN_FBPb_rig.pdbqt,IN,FBPb,CB,99,3ZCM
246139,246240,x3ZCM_A_IN_LEDGFa_rig.pdbqt,IN,LEDGFa,CB,99,3ZCM
246241,246342,x3ZCM_A_IN_LEDGFb_rig.pdbqt,IN,LEDGFb,CB,99,3ZCM
246343,246444,x3ZCM_A_IN_Y3a_rig.pdbqt,IN,Y3a,CB,99,3ZCM
246445,246546,x3ZCM_A_IN_Y3b_rig.pdbqt,IN,Y3b,CB,99,3ZCM
246547,246648,x3ZSO_B_IN_FBPa_rig.pdbqt,IN,FBPa,CB,99,3ZSO
246649,246750,x3ZSO_B_IN_FBPb_rig.pdbqt,IN,FBPb,CB,99,3ZSO
246751,246852,x3ZSO_B_IN_LEDGFa_rig.pdbqt,IN,LEDGFa,CB,99,3ZSO
246853,246954,x3ZSO_B_IN_LEDGFb_rig.pdbqt,IN,LEDGFb,CB,99,3ZSO
246955,247056,x3ZSO_B_IN_Y3a_rig.pdbqt,IN,Y3a,CB,99,3ZSO
247057,247158,x3ZSO_B_IN_Y3b_rig.pdbqt,IN,Y3b,CB,99,3ZSO
247159,247260,x3ZSW_B_IN_FBPa_rig.pdbqt,IN,FBPa,CB,99,3ZSW
247261,247362,x3ZSW_B_IN_FBPb_rig.pdbqt,IN,FBPb,CB,99,3ZSW
247363,247464,x3ZSW_B_IN_LEDGFa_rig.pdbqt,IN,LEDGFa,CB,99,3ZSW
247465,247566,x3ZSW_B_IN_LEDGFb_rig.pdbqt,IN,LEDGFb,CB,99,3ZSW
247567,247668,x3ZSW_B_IN_Y3a_rig.pdbqt,IN,Y3a,CB,99,3ZSW
247669,247770,x3ZSW_B_IN_Y3b_rig.pdbqt,IN,Y3b,CB,99,3ZSW
247771,247872,x3ZT1_A_IN_FBPa_rig.pdbqt,IN,FBPa,CB,99,3ZT1
247873,247974,x3ZT1_A_IN_FBPb_rig.pdbqt,IN,FBPb,CB,99,3ZT1
247975,248076,x3ZT1_A_IN_LEDGFa_rig.pdbqt,IN,LEDGFa,CB,99,3ZT1
248077,248178,x3ZT1_A_IN_LEDGFb_rig.pdbqt,IN,LEDGFb,CB,99,3ZT1
248179,248280,x3ZT1_A_IN_Y3a_rig.pdbqt,IN,Y3a,CB,99,3ZT1
248281,248382,x3ZT1_A_IN_Y3b_rig.pdbqt,IN,Y3b,CB,99,3ZT1
248383,248484,x3ZT2_A_IN_FBPa_rig.pdbqt,IN,FBPa,CB,99,3ZT2
248485,248586,x3ZT2_A_IN_FBPb_rig.pdbqt,IN,FBPb,CB,99,3ZT2
248587,248688,x3ZT2_A_IN_LEDGFa_rig.pdbqt,IN,LEDGFa,CB,99,3ZT2
248689,248790,x3ZT2_A_IN_LEDGFb_rig.pdbqt,IN,LEDGFb,CB,99,3ZT2
248791,248892,x3ZT2_A_IN_Y3a_rig.pdbqt,IN,Y3a,CB,99,3ZT2
248893,248994,x3ZT2_A_IN_Y3b_rig.pdbqt,IN,Y3b,CB,99,3ZT2
248995,249096,x3ZT3_A_IN_FBPa_rig.pdbqt,IN,FBPa,CB,99,3ZT3
249097,249198,x3ZT3_A_IN_FBPb_rig.pdbqt,IN,FBPb,CB,99,3ZT3
249199,249300,x3ZT3_A_IN_LEDGFa_rig.pdbqt,IN,LEDGFa,CB,99,3ZT3
249301,249402,x3ZT3_A_IN_LEDGFb_rig.pdbqt,IN,LEDGFb,CB,99,3ZT3
249403,249504,x3ZT3_A_IN_Y3a_rig.pdbqt,IN,Y3a,CB,99,3ZT3
249505,249606,x3ZT3_A_IN_Y3b_rig.pdbqt,IN,Y3b,CB,99,3ZT3
249607,249708,x3ZT4_B_IN_FBPa_rig.pdbqt,IN,FBPa,CB,99,3ZT4
249709,249810,x3ZT4_B_IN_FBPb_rig.pdbqt,IN,FBPb,CB,99,3ZT4
249811,249912,x3ZT4_B_IN_LEDGFa_rig.pdbqt,IN,LEDGFa,CB,99,3ZT4
249913,250014,x3ZT4_B_IN_LEDGFb_rig.pdbqt,IN,LEDGFb,CB,99,3ZT4
250015,250116,x3ZT4_B_IN_Y3a_rig.pdbqt,IN,Y3a,CB,99,3ZT4
250117,250218,x3ZT4_B_IN_Y3b_rig.pdbqt,IN,Y3b,CB,99,3ZT4
250219,250320,x4AHR_A_IN_FBPa_rig.pdbqt,IN,FBPa,CB,99,4AHR
250321,250422,x4AHR_A_IN_FBPb_rig.pdbqt,IN,FBPb,CB,99,4AHR
250423,250524,x4AHR_A_IN_LEDGFa_rig.pdbqt,IN,LEDGFa,CB,99,4AHR
250525,250626,x4AHR_A_IN_LEDGFb_rig.pdbqt,IN,LEDGFb,CB,99,4AHR
250627,250728,x4AHR_A_IN_Y3a_rig.pdbqt,IN,Y3a,CB,99,4AHR
250729,250830,x4AHR_A_IN_Y3b_rig.pdbqt,IN,Y3b,CB,99,4AHR
250831,250881,x3AO1_IN_FBPa_rig.pdbqt,IN,FBPa,AS,100,3AO1
250882,250932,x3AO1_IN_FBPb_rig.pdbqt,IN,FBPb,AS,100,3AO1
250933,250983,x3AO1_IN_LEDGFa_rig.pdbqt,IN,LEDGFa,AS,100,3AO1
250984,251034,x3AO1_IN_LEDGFb_rig.pdbqt,IN,LEDGFb,AS,100,3AO1
251035,251085,x3AO2_IN_FBPa_rig.pdbqt,IN,FBPa,AS,100,3AO2
251086,251136,x3AO2_IN_FBPb_rig.pdbqt,IN,FBPb,AS,100,3AO2
251137,251187,x3AO2_IN_LEDGFa_rig.pdbqt,IN,LEDGFa,AS,100,3AO2
251188,251238,x3AO2_IN_LEDGFb_rig.pdbqt,IN,LEDGFb,AS,100,3AO2
251239,251289,x3NF6_A_IN_FBPa_rig.pdbqt,IN,FBPa,AS,100,3NF6
251290,251340,x3NF6_A_IN_FBPb_rig.pdbqt,IN,FBPb,AS,100,3NF6
251341,251391,x3NF6_A_IN_LEDGFa_rig.pdbqt,IN,LEDGFa,AS,100,3NF6
251392,251442,x3NF6_A_IN_LEDGFb_rig.pdbqt,IN,LEDGFb,AS,100,3NF6
251443,251493,x3NF6_A_IN_Y3a_rig.pdbqt,IN,Y3a,AS,100,3NF6
251494,251544,x3NF6_A_IN_Y3b_rig.pdbqt,IN,Y3b,AS,100,3NF6
251545,251595,x3NF6_B_IN_FBPa_rig.pdbqt,IN,FBPa,AS,100,3NF6
251596,251646,x3NF6_B_IN_FBPb_rig.pdbqt,IN,FBPb,AS,100,3NF6
251647,251697,x3NF6_B_IN_LEDGFa_rig.pdbqt,IN,LEDGFa,AS,100,3NF6
251698,251748,x3NF6_B_IN_LEDGFb_rig.pdbqt,IN,LEDGFb,AS,100,3NF6
251749,251799,x3NF6_B_IN_Y3a_rig.pdbqt,IN,Y3a,AS,100,3NF6
251800,251850,x3NF6_B_IN_Y3b_rig.pdbqt,IN,Y3b,AS,100,3NF6
251851,251901,x3NF7_A_IN_FBPa_rig.pdbqt,IN,FBPa,AS,100,3NF7
251902,251952,x3NF7_A_IN_FBPb_rig.pdbqt,IN,FBPb,AS,100,3NF7
251953,252003,x3NF7_A_IN_LEDGFa_rig.pdbqt,IN,LEDGFa,AS,100,3NF7
252004,252054,x3NF7_A_IN_LEDGFb_rig.pdbqt,IN,LEDGFb,AS,100,3NF7
252055,252105,x3NF7_A_IN_Y3a_rig.pdbqt,IN,Y3a,AS,100,3NF7
252106,252156,x3NF7_A_IN_Y3b_rig.pdbqt,IN,Y3b,AS,100,3NF7
252157,252207,x3NF7_B_IN_FBPa_rig.pdbqt,IN,FBPa,AS,100,3NF7
252208,252258,x3NF7_B_IN_FBPb_rig.pdbqt,IN,FBPb,AS,100,3NF7
252259,252309,x3NF7_B_IN_LEDGFa_rig.pdbqt,IN,LEDGFa,AS,100,3NF7
252310,252360,x3NF7_B_IN_LEDGFb_rig.pdbqt,IN,LEDGFb,AS,100,3NF7
252361,252411,x3NF7_B_IN_Y3a_rig.pdbqt,IN,Y3a,AS,100,3NF7
252412,252462,x3NF7_B_IN_Y3b_rig.pdbqt,IN,Y3b,AS,100,3NF7
252463,252513,x3NF8_A_IN_FBPa_rig.pdbqt,IN,FBPa,AS,100,3NF8
252514,252564,x3NF8_A_IN_FBPb_rig.pdbqt,IN,FBPb,AS,100,3NF8
252565,252615,x3NF8_A_IN_LEDGFa_rig.pdbqt,IN,LEDGFa,AS,100,3NF8
252616,252666,x3NF8_A_IN_LEDGFb_rig.pdbqt,IN,LEDGFb,AS,100,3NF8
252667,252717,x3NF8_A_IN_Y3a_rig.pdbqt,IN,Y3a,AS,100,3NF8
252718,252768,x3NF8_A_IN_Y3b_rig.pdbqt,IN,Y3b,AS,100,3NF8
252769,252819,x3NF8_B_IN_FBPa_rig.pdbqt,IN,FBPa,AS,100,3NF8
252820,252870,x3NF8_B_IN_FBPb_rig.pdbqt,IN,FBPb,AS,100,3NF8
252871,252921,x3NF8_B_IN_LEDGFa_rig.pdbqt,IN,LEDGFa,AS,100,3NF8
252922,252972,x3NF8_B_IN_LEDGFb_rig.pdbqt,IN,LEDGFb,AS,100,3NF8
252973,253023,x3NF8_B_IN_Y3a_rig.pdbqt,IN,Y3a,AS,100,3NF8
253024,253074,x3NF8_B_IN_Y3b_rig.pdbqt,IN,Y3b,AS,100,3NF8
253075,253125,x3NF9_A_IN_FBPa_rig.pdbqt,IN,FBPa,AS,100,3NF9
253126,253176,x3NF9_A_IN_FBPb_rig.pdbqt,IN,FBPb,AS,100,3NF9
253177,253227,x3NF9_A_IN_LEDGFa_rig.pdbqt,IN,LEDGFa,AS,100,3NF9
253228,253278,x3NF9_A_IN_LEDGFb_rig.pdbqt,IN,LEDGFb,AS,100,3NF9
253279,253329,x3NF9_A_IN_Y3a_rig.pdbqt,IN,Y3a,AS,100,3NF9
253330,253380,x3NF9_A_IN_Y3b_rig.pdbqt,IN,Y3b,AS,100,3NF9
253381,253431,x3NF9_B_IN_FBPa_rig.pdbqt,IN,FBPa,AS,100,3NF9
253432,253482,x3NF9_B_IN_FBPb_rig.pdbqt,IN,FBPb,AS,100,3NF9
253483,253533,x3NF9_B_IN_LEDGFa_rig.pdbqt,IN,LEDGFa,AS,100,3NF9
253534,253584,x3NF9_B_IN_LEDGFb_rig.pdbqt,IN,LEDGFb,AS,100,3NF9
253585,253635,x3NF9_B_IN_Y3a_rig.pdbqt,IN,Y3a,AS,100,3NF9
253636,253686,x3NF9_B_IN_Y3b_rig.pdbqt,IN,Y3b,AS,100,3NF9
253687,253737,x3NFA_A_IN_FBPa_rig.pdbqt,IN,FBPa,AS,100,3NFA
253738,253788,x3NFA_A_IN_FBPb_rig.pdbqt,IN,FBPb,AS,100,3NFA
253789,253839,x3NFA_A_IN_LEDGFa_rig.pdbqt,IN,LEDGFa,AS,100,3NFA
253840,253890,x3NFA_A_IN_LEDGFb_rig.pdbqt,IN,LEDGFb,AS,100,3NFA
253891,253941,x3NFA_A_IN_Y3a_rig.pdbqt,IN,Y3a,AS,100,3NFA
253942,253992,x3NFA_A_IN_Y3b_rig.pdbqt,IN,Y3b,AS,100,3NFA
253993,254043,x3NFA_B_IN_FBPa_rig.pdbqt,IN,FBPa,AS,100,3NFA
254044,254094,x3NFA_B_IN_FBPb_rig.pdbqt,IN,FBPb,AS,100,3NFA
254095,254145,x3NFA_B_IN_LEDGFa_rig.pdbqt,IN,LEDGFa,AS,100,3NFA
254146,254196,x3NFA_B_IN_LEDGFb_rig.pdbqt,IN,LEDGFb,AS,100,3NFA
254197,254247,x3NFA_B_IN_Y3a_rig.pdbqt,IN,Y3a,AS,100,3NFA
254248,254298,x3NFA_B_IN_Y3b_rig.pdbqt,IN,Y3b,AS,100,3NFA
254299,254349,x3VQ4_IN_FBPa_rig.pdbqt,IN,FBPa,AS,100,3VQ4
254350,254400,x3VQ4_IN_FBPb_rig.pdbqt,IN,FBPb,AS,100,3VQ4
254401,254451,x3VQ4_IN_LEDGFa_rig.pdbqt,IN,LEDGFa,AS,100,3VQ4
254452,254502,x3VQ4_IN_LEDGFb_rig.pdbqt,IN,LEDGFb,AS,100,3VQ4
254503,254553,x3VQ5_A_IN_FBPa_rig.pdbqt,IN,FBPa,AS,100,3VQ5
254554,254604,x3VQ5_A_IN_FBPb_rig.pdbqt,IN,FBPb,AS,100,3VQ5
254605,254655,x3VQ5_A_IN_LEDGFa_rig.pdbqt,IN,LEDGFa,AS,100,3VQ5
254656,254706,x3VQ5_A_IN_LEDGFb_rig.pdbqt,IN,LEDGFb,AS,100,3VQ5
254707,254757,x3VQ7_IN_FBPa_rig.pdbqt,IN,FBPa,AS,100,3VQ7
254758,254808,x3VQ7_IN_FBPb_rig.pdbqt,IN,FBPb,AS,100,3VQ7
254809,254859,x3VQ7_IN_LEDGFa_rig.pdbqt,IN,LEDGFa,AS,100,3VQ7
254860,254910,x3VQ7_IN_LEDGFb_rig.pdbqt,IN,LEDGFb,AS,100,3VQ7
254911,254961,x3VQ8_B_IN_FBPa_rig.pdbqt,IN,FBPa,AS,100,3VQ8
254962,255012,x3VQ8_B_IN_FBPb_rig.pdbqt,IN,FBPb,AS,100,3VQ8
255013,255063,x3VQ8_B_IN_LEDGFa_rig.pdbqt,IN,LEDGFa,AS,100,3VQ8
255064,255114,x3VQ8_B_IN_LEDGFb_rig.pdbqt,IN,LEDGFb,AS,100,3VQ8
255115,255165,x3VQA_IN_FBPa_rig.pdbqt,IN,FBPa,AS,100,3VQA
255166,255216,x3VQA_IN_FBPb_rig.pdbqt,IN,FBPb,AS,100,3VQA
255217,255267,x3VQA_IN_LEDGFa_rig.pdbqt,IN,LEDGFa,AS,100,3VQA
255268,255318,x3VQA_IN_LEDGFb_rig.pdbqt,IN,LEDGFb,AS,100,3VQA
255319,255369,x3VQD_IN_FBPa_rig.pdbqt,IN,FBPa,AS,100,3VQD
255370,255420,x3VQD_IN_FBPb_rig.pdbqt,IN,FBPb,AS,100,3VQD
255421,255471,x3VQD_IN_LEDGFa_rig.pdbqt,IN,LEDGFa,AS,100,3VQD
255472,255522,x3VQD_IN_LEDGFb_rig.pdbqt,IN,LEDGFb,AS,100,3VQD
255523,255573,x3VQE_A_IN_FBPa_rig.pdbqt,IN,FBPa,AS,100,3VQE
255574,255624,x3VQE_A_IN_FBPb_rig.pdbqt,IN,FBPb,AS,100,3VQE
255625,255675,x3VQE_A_IN_LEDGFa_rig.pdbqt,IN,LEDGFa,AS,100,3VQE
255676,255726,x3VQE_A_IN_LEDGFb_rig.pdbqt,IN,LEDGFb,AS,100,3VQE
255727,255777,x3ZCM_A_IN_FBPa_rig.pdbqt,IN,FBPa,AS,100,3ZCM
255778,255828,x3ZCM_A_IN_FBPb_rig.pdbqt,IN,FBPb,AS,100,3ZCM
255829,255879,x3ZCM_A_IN_LEDGFa_rig.pdbqt,IN,LEDGFa,AS,100,3ZCM
255880,255930,x3ZCM_A_IN_LEDGFb_rig.pdbqt,IN,LEDGFb,AS,100,3ZCM
255931,255981,x3ZCM_A_IN_Y3a_rig.pdbqt,IN,Y3a,AS,100,3ZCM
255982,256032,x3ZCM_A_IN_Y3b_rig.pdbqt,IN,Y3b,AS,100,3ZCM
256033,256083,x3ZSO_B_IN_FBPa_rig.pdbqt,IN,FBPa,AS,100,3ZSO
256084,256134,x3ZSO_B_IN_FBPb_rig.pdbqt,IN,FBPb,AS,100,3ZSO
256135,256185,x3ZSO_B_IN_LEDGFa_rig.pdbqt,IN,LEDGFa,AS,100,3ZSO
256186,256236,x3ZSO_B_IN_LEDGFb_rig.pdbqt,IN,LEDGFb,AS,100,3ZSO
256237,256287,x3ZSO_B_IN_Y3a_rig.pdbqt,IN,Y3a,AS,100,3ZSO
256288,256338,x3ZSO_B_IN_Y3b_rig.pdbqt,IN,Y3b,AS,100,3ZSO
256339,256389,x3ZSW_B_IN_FBPa_rig.pdbqt,IN,FBPa,AS,100,3ZSW
256390,256440,x3ZSW_B_IN_FBPb_rig.pdbqt,IN,FBPb,AS,100,3ZSW
256441,256491,x3ZSW_B_IN_LEDGFa_rig.pdbqt,IN,LEDGFa,AS,100,3ZSW
256492,256542,x3ZSW_B_IN_LEDGFb_rig.pdbqt,IN,LEDGFb,AS,100,3ZSW
256543,256593,x3ZSW_B_IN_Y3a_rig.pdbqt,IN,Y3a,AS,100,3ZSW
256594,256644,x3ZSW_B_IN_Y3b_rig.pdbqt,IN,Y3b,AS,100,3ZSW
256645,256695,x3ZT1_A_IN_FBPa_rig.pdbqt,IN,FBPa,AS,100,3ZT1
256696,256746,x3ZT1_A_IN_FBPb_rig.pdbqt,IN,FBPb,AS,100,3ZT1
256747,256797,x3ZT1_A_IN_LEDGFa_rig.pdbqt,IN,LEDGFa,AS,100,3ZT1
256798,256848,x3ZT1_A_IN_LEDGFb_rig.pdbqt,IN,LEDGFb,AS,100,3ZT1
256849,256899,x3ZT1_A_IN_Y3a_rig.pdbqt,IN,Y3a,AS,100,3ZT1
256900,256950,x3ZT1_A_IN_Y3b_rig.pdbqt,IN,Y3b,AS,100,3ZT1
256951,257001,x3ZT2_A_IN_FBPa_rig.pdbqt,IN,FBPa,AS,100,3ZT2
257002,257052,x3ZT2_A_IN_FBPb_rig.pdbqt,IN,FBPb,AS,100,3ZT2
257053,257103,x3ZT2_A_IN_LEDGFa_rig.pdbqt,IN,LEDGFa,AS,100,3ZT2
257104,257154,x3ZT2_A_IN_LEDGFb_rig.pdbqt,IN,LEDGFb,AS,100,3ZT2
257155,257205,x3ZT2_A_IN_Y3a_rig.pdbqt,IN,Y3a,AS,100,3ZT2
257206,257256,x3ZT2_A_IN_Y3b_rig.pdbqt,IN,Y3b,AS,100,3ZT2
257257,257307,x3ZT3_A_IN_FBPa_rig.pdbqt,IN,FBPa,AS,100,3ZT3
257308,257358,x3ZT3_A_IN_FBPb_rig.pdbqt,IN,FBPb,AS,100,3ZT3
257359,257409,x3ZT3_A_IN_LEDGFa_rig.pdbqt,IN,LEDGFa,AS,100,3ZT3
257410,257460,x3ZT3_A_IN_LEDGFb_rig.pdbqt,IN,LEDGFb,AS,100,3ZT3
257461,257511,x3ZT3_A_IN_Y3a_rig.pdbqt,IN,Y3a,AS,100,3ZT3
257512,257562,x3ZT3_A_IN_Y3b_rig.pdbqt,IN,Y3b,AS,100,3ZT3
257563,257613,x3ZT4_B_IN_FBPa_rig.pdbqt,IN,FBPa,AS,100,3ZT4
257614,257664,x3ZT4_B_IN_FBPb_rig.pdbqt,IN,FBPb,AS,100,3ZT4
257665,257715,x3ZT4_B_IN_LEDGFa_rig.pdbqt,IN,LEDGFa,AS,100,3ZT4
257716,257766,x3ZT4_B_IN_LEDGFb_rig.pdbqt,IN,LEDGFb,AS,100,3ZT4
257767,257817,x3ZT4_B_IN_Y3a_rig.pdbqt,IN,Y3a,AS,100,3ZT4
257818,257868,x3ZT4_B_IN_Y3b_rig.pdbqt,IN,Y3b,AS,100,3ZT4
257869,257919,x4AHR_A_IN_FBPa_rig.pdbqt,IN,FBPa,AS,100,4AHR
257920,257970,x4AHR_A_IN_FBPb_rig.pdbqt,IN,FBPb,AS,100,4AHR
